industry,city,quarter,family_id,first_filing_in_window,assignees
ai,hk,2015Q1,52484359,20150216,KOKIDO DEV LTD
ai,hk,2015Q1,55180375,20150128,ALIBABA GROUP SERVICES LTD | BANMA ZHIXING NETWORK HONGKONG CO LTD
ai,hk,2015Q1,55302467,20150130,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q1,55303067,20150130,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q1,55402828,20150128,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q1,56622227,20150213,FIH HONG KONG LTD
ai,hk,2015Q2,50683840,20150604,C2 SYSTEMS LTD
ai,hk,2015Q2,53214774,20150407,FIH HONG KONG LTD
ai,hk,2015Q2,54553421,20150519,ADVANCED APPLIED TECH LTD | APPLIED ADVANCED TECHNOLOGIES LTD
ai,hk,2015Q2,55018443,20150629,U3D LTD
ai,hk,2015Q2,55524261,20150623,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q2,55749207,20150507,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,55749213,20150506,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,55852830,20150507,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,55909708,20150429,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,55912584,20150416,FIH HONG KONG LTD
ai,hk,2015Q2,56094719,20150505,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,56151238,20150429,ALIBABA GROUP SERVICES LTD | BANMA ZHIXING NETWORK HONGKONG CO LTD
ai,hk,2015Q2,56151493,20150505,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q2,56164393,20150603,FIH HONG KONG LTD
ai,hk,2015Q2,56164582,20150421,FIH HONG KONG LTD
ai,hk,2015Q2,56164802,20150420,FIH HONG KONG LTD
ai,hk,2015Q2,57601257,20150623,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD | HONG KONG APPLIED SCIENCE AND TECH RESEARCH
ai,hk,2015Q3,53886971,20150819,WELSKY TECH LIMITED | WELSKY TECH LTD | WELSKY TECHNOLOGIES LTD
ai,hk,2015Q3,54335358,20150706,KWAN CHI LEUNG
ai,hk,2015Q3,54704537,20150916,ASIA BASE TECH LIMITED | ASIABASE TECH LIMITED | ASIABASE TECH LTD | ASIABASE TECHNOLOGIES LTD
ai,hk,2015Q3,54768915,20150721,LI PO YIU PAULINE
ai,hk,2015Q3,55231665,20150811,PLATYSENS LTD
ai,hk,2015Q3,55437793,20150714,UNIV HONG KONG POLYTECHNIC
ai,hk,2015Q3,56165664,20150820,FIH HONG KONG LTD
ai,hk,2015Q3,56367693,20150902,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56408088,20150828,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56417764,20150828,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56434140,20150828,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56553134,20150828,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56567202,20150826,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56887974,20150902,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56925107,20150826,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56974192,20150831,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,56976634,20150902,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,57007262,20150902,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q3,57204974,20150726,ANTS TECH (HK) LTD | ANTS TECH HK LIMITED
ai,hk,2015Q4,55524209,20151015,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,55747663,20151126,CHRYSUS INTELLECTUAL PROPERTIES LTD
ai,hk,2015Q4,55962250,20151018,SOLOS TECH LIMITED
ai,hk,2015Q4,56895557,20151108,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEV CO LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,57129337,20151214,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57136710,20151214,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,57148249,20151216,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57189806,20151214,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEV CO LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD | THUNDER POWER NEW ENERGY VIHICLE DEV COMPANY LTD | THUNDER POWER NEW ENERGY VIHICLE DEVELOPMENT COMPANY LTD
ai,hk,2015Q4,57248595,20151216,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57248631,20151217,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57277237,20151216,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57286208,20151017,ACHIEVER TECH LTD
ai,hk,2015Q4,57399778,20151230,THUNDER POWER HONG KONG LTD
ai,hk,2015Q4,57517360,20151218,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57586336,20151216,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57586500,20151218,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57684154,20151216,ALIBABA GROUP SERVICES LTD
ai,hk,2015Q4,57708408,20151229,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,57737544,20151229,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,58523140,20151018,SOLOS TECH LIMITED
ai,hk,2015Q4,58562348,20151027,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,58629882,20151030,GLOBAL DESIGN CORP LTD
ai,hk,2015Q4,58690410,20151113,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEV CO LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2015Q4,59066813,20151217,UNIV CITY HONG KONG
ai,hk,2016Q1,52667581,20160305,CLEARONE COMMUNICATIONS HONG KONG LTD
ai,hk,2016Q1,55524203,20160127,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2016Q1,56554503,20160303,CHOW EDMOND K
ai,hk,2016Q1,56622077,20160201,LO HOI CHIU
ai,hk,2016Q1,56850995,20160302,M AND M TECH LIMITED | M AND M TECH LTD
ai,hk,2016Q1,56878103,20160114,THUNDER POWER HONG KONG LTD
ai,hk,2016Q1,57684226,20160308,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q1,58097031,20160309,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q1,58100026,20160307,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q1,58190628,20160309,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q1,58461747,20160217,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2016Q1,58987169,20160331,ANTS TECH (HK) LTD
ai,hk,2016Q1,59310628,20160115,UNIV CITY HONG KONG
ai,hk,2016Q1,59855606,20160321,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2016Q2,39617333,20160629,SINOEAST CONCEPT LTD
ai,hk,2016Q2,49477932,20160411,BIO-MEDICAL ENG (HK) LTD
ai,hk,2016Q2,53284181,20160429,GOODIX TECH HK COMPANY LIMITED
ai,hk,2016Q2,54322538,20160527,SINOEAST CONCEPT LTD
ai,hk,2016Q2,55919624,20160429,ROBOTICS CLUB LTD
ai,hk,2016Q2,57758888,20160518,HONG KONG PRODUCTIVITY COUNCIL
ai,hk,2016Q2,58524602,20160613,ALIBABA GROUP SERVICES LTD | BANMA ZHIXING NETWORK HONGKONG CO LTD
ai,hk,2016Q2,58690175,20160613,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q2,59067090,20160614,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q2,59086541,20160614,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q2,59086580,20160613,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q2,59960490,20160405,COMPASS TECH COMPANY LIMITED | COMPASS TECH COMPANY LTD
ai,hk,2016Q3,52428435,20160805,EDANZ GROUP LTD
ai,hk,2016Q3,57680098,20160722,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEV CO LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2016Q3,57886032,20160801,CHI HIM WONG
ai,hk,2016Q3,58406644,20160919,ARUZE GAMING HONG KONG LTD
ai,hk,2016Q3,58430429,20160728,SIREMIX GMBH
ai,hk,2016Q3,59313354,20160823,SOLARMAX PTE LTD
ai,hk,2016Q3,59314670,20160913,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q3,60294679,20160926,ARUZE GAMING HONG KONG LTD | AZURE GAMING HONG KONG LTD
ai,hk,2016Q3,60334087,20160707,ANTS TECH (HK) LIMITED | ANTS TECH HK LIMITED
ai,hk,2016Q3,61009898,20160729,HONG KONG PRODUCTIVITY COUNCIL | ONEPERSONALIZATION LTD
ai,hk,2016Q3,61129455,20160914,ANTS TECH HK LIMITED
ai,hk,2016Q4,57391776,20161114,GOODIX TECH HK COMPANY LIMITED
ai,hk,2016Q4,57681384,20161012,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT LTD
ai,hk,2016Q4,57708428,20161128,THUNDER POWER HONG KONG LTD | THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD
ai,hk,2016Q4,58446825,20161005,KIKA TECH (HK) HOLDINGS CO LIMITED | KIKA TECH HK HOLDINGS CO LIMITED
ai,hk,2016Q4,58637749,20161223,UNIV HONG KONG BAPTIST UNIV
ai,hk,2016Q4,58696075,20161109,NEXWRITER LTD
ai,hk,2016Q4,59273316,20161219,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q4,59273584,20161220,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q4,59310764,20161221,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q4,59625567,20161228,ALIBABA GROUP SERVICES LTD
ai,hk,2016Q4,59626743,20161014,MARVEL DIGITAL LTD
ai,hk,2016Q4,60674695,20161213,KAMI INTELLIGENCE LTD
ai,hk,2016Q4,62075466,20161101,HONG KONG R&D CENTRE FOR LOGISTICS AND SUPPLY CHAIN MANAGEMENT ENABLING TECH LIMITED | HONG KONG R&D CENTRE FOR LOGISTICS AND SUPPLY CHAIN MANAGEMENT ENABLING TECH LIMITED HONG
ai,hk,2016Q4,62487884,20161209,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD | HONG KONG APPLIED SCIENCE AND TECHNOLOY RES INSTITUTE COMPANY LIMITED
ai,hk,2017Q1,56625194,20170220,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,58558959,20170105,FUNG CHUCK
ai,hk,2017Q1,59310795,20170116,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59340545,20170117,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59361324,20170119,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59361362,20170118,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59361469,20170120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59397373,20170123,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59397449,20170124,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59499365,20170124,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59500562,20170124,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59624727,20170207,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59625703,20170218,MARCH PROJECTION LTD
ai,hk,2017Q1,59684712,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59684972,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59685082,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59685795,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59685834,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59720591,20170209,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59720813,20170209,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59721328,20170208,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59721634,20170209,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59721804,20170209,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59743465,20170213,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59790048,20170214,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59847135,20170125,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2017Q1,59850091,20170215,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59850590,20170215,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59851750,20170215,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59851772,20170215,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59899212,20170120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59899251,20170216,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59899311,20170216,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59899371,20170217,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59932603,20170217,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59959910,20170329,HONG KONG TELECOMMUNICATIONS HKT LTD | HONG KONG TELECOMMUNICATIONS HTK LTD
ai,hk,2017Q1,59962562,20170221,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59962574,20170221,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59962602,20170220,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59962604,20170120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59963445,20170222,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59963457,20170220,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,59963490,20170221,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,60266184,20170315,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,60267848,20170307,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,60324817,20170314,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,60411068,20170313,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,60660872,20170307,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q1,61274990,20170316,SUCCESS ASIA INC LTD | UNIV HONG KONG
ai,hk,2017Q1,61583376,20170116,ANTS TECH HK LIMITED
ai,hk,2017Q1,61829314,20170112,MARVEL DIGITAL LTD
ai,hk,2017Q1,63355164,20170303,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2017Q1,63355730,20170302,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2017Q2,57601044,20170419,SUNASIC TECH LIMITED
ai,hk,2017Q2,58672331,20170419,SUNASIC TECH LIMITED
ai,hk,2017Q2,59056008,20170406,INFINITY CUBE LTD
ai,hk,2017Q2,59175489,20170619,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59175498,20170413,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59176416,20170413,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59190924,20170612,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59190965,20170609,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59191133,20170614,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59191655,20170612,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59206235,20170414,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59206339,20170614,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59206541,20170413,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59238884,20170614,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59439048,20170412,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59453249,20170615,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,59453270,20170414,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,60664310,20170410,ALIBABA GROUP SERVICES LTD | BANMA ZHIXING NETWORK HONGKONG CO LTD
ai,hk,2017Q2,60941692,20170509,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,60952791,20170605,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,60988041,20170629,NEC HONG KONG LTD
ai,hk,2017Q2,60988958,20170509,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,60991922,20170607,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,60991940,20170608,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61159073,20170629,NEC HONG KONG LTD
ai,hk,2017Q2,61162753,20170612,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61246382,20170613,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61246425,20170614,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61648934,20170406,ANTS TECH HK LIMITED
ai,hk,2017Q2,61685328,20170510,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61687907,20170510,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61757114,20170511,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q2,61931041,20170529,ANTS TECH HK LIMITED
ai,hk,2017Q2,61964866,20170511,ANTS TECH HK LIMITED
ai,hk,2017Q2,63705333,20170414,UNIV HONG KONG CHINESE
ai,hk,2017Q2,63711777,20170406,BRASS RING INTERNATIONAL DENSITY ENTERPRISE LTD
ai,hk,2017Q2,63853994,20170419,YIP CHING WA
ai,hk,2017Q2,64458291,20170602,SUNASIC TECH LIMITED
ai,hk,2017Q2,64459792,20170606,PLUSAI LTD
ai,hk,2017Q2,64460346,20170530,SUNASIC TECH LIMITED
ai,hk,2017Q3,59175699,20170922,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59175722,20170911,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59176496,20170912,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59212948,20170809,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59341453,20170803,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59430889,20170915,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59439405,20170720,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59453304,20170807,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59501175,20170705,FIND SOLUTION ARTIFICIAL INTELLIGENCE LTD | LAM YUEN LEE VIOLA
ai,hk,2017Q3,59524561,20170804,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59525532,20170920,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59530785,20170918,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59530847,20170922,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59533114,20170807,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59619860,20170807,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,59676957,20170728,CAMERON MARK STEVEN
ai,hk,2017Q3,59948376,20170731,Hong ying tang
ai,hk,2017Q3,60198988,20170907,NAM SIU TUNG
ai,hk,2017Q3,61562512,20170717,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,61686350,20170920,UNIV HONG KONG BAPTIST UNIV
ai,hk,2017Q3,61829466,20170801,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,61854042,20170702,ANTS TECH HK LIMITED
ai,hk,2017Q3,61891935,20170810,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,61969515,20170803,CAINIAO SMART LOGISTICS NETWORK HONG KONG LTD
ai,hk,2017Q3,62007103,20170809,ANTS TECH HK LIMITED
ai,hk,2017Q3,62144034,20170802,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,62168871,20170731,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,62196168,20170915,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,62226487,20170811,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,62487941,20170802,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q3,62643755,20170718,INTELLIGENCE & PARTNER LTD
ai,hk,2017Q3,63529001,20170905,FUTURE MOBILITY CORPORATION LTD
ai,hk,2017Q3,63529002,20170905,FUTURE MOBILITY CORPORATION LTD
ai,hk,2017Q3,63790717,20170825,FIH HONG KONG LTD
ai,hk,2017Q3,64069179,20170822,WISERS INFORMATION LTD
ai,hk,2017Q3,64452104,20170728,SUNASIC TECH LIMITED
ai,hk,2017Q3,64903213,20170705,SUNASIC TECH LIMITED
ai,hk,2017Q3,64903577,20170705,SUNASIC TECH LIMITED
ai,hk,2017Q3,65000760,20170714,UNIV HONG KONG BAPTIST UNIV
ai,hk,2017Q3,65273253,20170808,LAU GARY Q | SMITH PAUL ANTHONY
ai,hk,2017Q4,59167997,20171117,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59338623,20171120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59530481,20171109,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59676141,20171117,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59717392,20171120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59718000,20171120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,59725277,20171116,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,60338344,20171122,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,62490721,20171108,AUTHPAPER LTD
ai,hk,2017Q4,62559243,20171212,CHINESE UNIV OF HONG KONG | HONK KONG POLYTECHNIC UNIV
ai,hk,2017Q4,62626008,20171129,AIRPORT AUTHORITY | D2V LTD
ai,hk,2017Q4,62789056,20171101,ALIBABA GROUP SERVICES LTD | BANMA ZHIXING NETWORK HONGKONG CO LTD
ai,hk,2017Q4,62789058,20171031,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,62906491,20171110,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,62907104,20171026,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63167304,20171024,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63167400,20171027,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63169125,20171102,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63169712,20171107,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63170050,20171108,CAINIAO SMART LOGISTICS NETWORK HONG KONG LTD
ai,hk,2017Q4,63208899,20171009,HAMPEN TECH CORPORATION LIMITED
ai,hk,2017Q4,63220792,20171108,CAINIAO SMART LOGISTICS NETWORK HONG KONG LTD
ai,hk,2017Q4,63245769,20171024,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63247120,20171025,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63369778,20171107,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63444820,20171027,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63522791,20171120,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63584050,20171106,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63669515,20171024,ALIBABA GROUP SERVICES LTD
ai,hk,2017Q4,63762369,20171110,HAMPEN TECH CORPORATION LIMITED
ai,hk,2017Q4,64460192,20171016,GOOEE LTD
ai,hk,2017Q4,64755131,20171228,AEOLUS ROBOTICS CORPORATION LTD
ai,hk,2017Q4,64755132,20171228,AEOLUS ROBOTICS CORPORATION LTD
ai,hk,2017Q4,65897929,20171004,SMOOTHWEB TECH LTD
ai,hk,2017Q4,66813751,20171218,PLUSAI LTD
ai,hk,2017Q4,66816249,20171218,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2017Q4,66950368,20171221,UNIV CITY HONG KONG
ai,hk,2017Q4,74260737,20171228,EWIG INDUSTRIES MACAO COMMERCIAL OFFSHORE LTD
ai,hk,2018Q1,59872897,20180314,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60099837,20180306,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60271548,20180305,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60272274,20180305,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60274110,20180314,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60304307,20180313,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60304349,20180314,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60304805,20180316,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60331776,20180313,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60333026,20180314,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60338712,20180305,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60405205,20180305,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60429818,20180315,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60458664,20180316,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60487101,20180316,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,60594797,20180316,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,62779102,20180306,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,62893215,20180105,QUANTUM CYBERTECH LTD
ai,hk,2018Q1,62979087,20180124,WELL BEING DIGITAL LTD
ai,hk,2018Q1,62979252,20180126,BANUBA LTD
ai,hk,2018Q1,63448614,20180309,ZYETRIC AUGMENTED REALITY LTD
ai,hk,2018Q1,63858204,20180105,BYTON LTD
ai,hk,2018Q1,63918026,20180307,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64104353,20180308,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64104390,20180308,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64271997,20180227,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64563706,20180301,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64564017,20180302,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64565717,20180313,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64600285,20180315,ANTS TECH HK LIMITED
ai,hk,2018Q1,64658217,20180227,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64658228,20180227,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64658290,20180301,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,64693344,20180227,ALIBABA GROUP SERVICES LTD
ai,hk,2018Q1,65183702,20180105,BYTON LTD
ai,hk,2018Q1,67059752,20180102,UNIV CITY HONG KONG
ai,hk,2018Q1,67220248,20180302,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
ai,hk,2018Q1,67476387,20180206,UNIV CITY HONG KONG
ai,hk,2018Q1,67685984,20180223,HONG KONG APPLIED SCIENCE & TECH RESEARCH INST CO LTD
